user_id,session_time,rage_clicks,doomscroll_length,ad_click_emotion,feed_bias_score,notification_time,notif_response_time,keyword_sentiment_score,ad_category_clicked,predicted_trait_label,total_negative_engagement_score,active_notif_responder,feed_bias_category
user_00052,68,0,0.0,joy,0.04404568453833557,09:07:00,32.929548884413954,-0.5068638353049884,gaming,skeptical,0.0,1,left_leaning
user_00053,50,8,0.0,curiosity,0.8493579142254452,17:53:00,,0.1797149965060827,finance,impulsive,4.0,0,right_leaning
user_00054,50,0,0.0,curiosity,0.5362580167256839,12:57:00,53.66775672085713,0.9205931256792752,tech,curious,0.0,1,neutral
user_00055,114,0,0.0,curiosity,0.7302124538325697,15:30:00,35.29406817922955,0.4217618976431914,travel,curious,0.0,1,right_leaning
user_00056,104,0,29.198126308545625,neutral,0.06760738600813532,22:13:00,4.889342887974333,0.10772511762060066,tech,anxious,20.438688415981936,1,left_leaning
user_00057,59,0,0.0,neutral,0.6749977369194134,19:03:00,6.350636606711781,-0.6276827705809052,tech,skeptical,0.0,1,neutral
user_00058,40,2,0.0,neutral,0.8933868737760267,08:41:00,20.726029010750512,0.15867332503219655,travel,curious,1.0,1,right_leaning
user_00059,86,0,0.0,anger,0.055649187426263014,08:12:00,,-0.4014083031217752,finance,skeptical,0.0,0,left_leaning
user_00060,78,9,0.0,anger,0.6423097254735727,12:22:00,45.64596586928323,-0.4443735831154474,tech,impulsive,4.5,1,neutral
user_00061,29,14,52.2750934630445,joy,0.6695294299199419,17:17:00,,-0.6184563092083069,gaming,impulsive,43.592565424131145,0,neutral
user_00062,99,3,34.329986319859565,joy,0.671254025657514,12:20:00,9.461767048050254,-0.306781993103016,food,impulsive,25.530990423901695,1,neutral
user_00063,37,0,0.0,anger,0.30200701308643996,11:46:00,8.9888637595673,-0.7427270533324692,finance,skeptical,0.0,1,neutral
user_00064,48,0,0.0,curiosity,0.5544967004832906,17:16:00,23.27851289726481,0.39903050026033715,food,curious,0.0,1,neutral
user_00065,99,0,5.447399014790275,surprise,0.17348839342521483,15:34:00,48.41651976380966,-0.031185926283083143,tech,curious,3.813179310353192,1,left_leaning
user_00066,20,0,32.09393574142095,surprise,0.04931327221256243,15:30:00,,0.5681838147927687,gaming,anxious,22.465755018994663,0,left_leaning
user_00067,88,13,11.097469643046903,sadness,0.23275167726086543,13:46:00,46.22780715615748,-0.1303362686481706,finance,impulsive,14.268228750132831,1,left_leaning
user_00068,33,0,20.079297056714513,sadness,0.11865980341034155,12:46:00,34.38802697826857,0.11272374956861575,gaming,compliant,14.055507939700158,1,left_leaning
user_00069,30,4,0.0,neutral,0.10454423784965461,09:07:00,37.23602457515842,0.39771520268048666,food,curious,2.0,1,left_leaning
user_00070,70,0,31.30473853397873,surprise,0.5703482722703936,20:24:00,57.14214672150992,0.5295872616428288,gaming,impulsive,21.913316973785108,1,neutral
user_00071,7,0,35.18112441252094,neutral,0.8899732155253554,14:51:00,36.14464405592823,-0.25365679178376244,food,anxious,24.626787088764654,1,right_leaning
user_00072,109,0,0.0,joy,0.21809852354626869,11:44:00,,-0.8792125162082765,news,skeptical,0.0,0,left_leaning
user_00073,110,12,2.586230481111731,sadness,0.014921985028300333,15:52:00,55.02656211838271,-0.6358928196701834,food,anxious,7.810361336778211,1,left_leaning
user_00074,21,0,0.0,anger,0.4034736427568033,22:52:00,,0.7863160782517515,gaming,curious,0.0,0,neutral
user_00075,32,0,14.20126626163327,anger,0.7565971434354549,22:22:00,41.872357521071564,-0.2767975926032862,fashion,skeptical,9.940886383143289,1,right_leaning
user_00076,50,12,53.96605879419627,sadness,0.48356957049066085,16:17:00,5.029527677735836,0.10449012291475457,tech,anxious,43.776241155937385,1,neutral
user_00077,74,0,0.0,anger,0.571116379707896,10:38:00,,-0.2130240488383084,finance,curious,0.0,0,neutral
user_00078,73,0,0.0,joy,0.1504034303254438,20:24:00,43.0240807070119,-0.6485599094968435,finance,skeptical,0.0,1,left_leaning
user_00079,23,0,15.757742135436107,sadness,0.9798613587022033,19:24:00,,-0.624785747566529,finance,skeptical,11.030419494805274,0,right_leaning
user_00080,59,0,0.0,curiosity,0.29373984147102206,18:05:00,,0.02252720992613333,food,curious,0.0,0,left_leaning
user_00081,92,0,0.0,neutral,0.20587636791090624,12:15:00,4.488458209210522,-0.4275368665619168,news,distracted,0.0,1,left_leaning
user_00082,19,10,59.72920704949554,surprise,0.6204730586704167,18:51:00,,0.900231064226336,news,impulsive,46.810444934646874,0,neutral
user_00083,96,0,0.0,sadness,0.4362822430367519,18:54:00,10.437587651261836,-0.6343988778778809,food,skeptical,0.0,1,neutral
user_00084,109,7,53.01747832467191,neutral,0.6531967507698883,10:05:00,14.25941757091002,-0.19960791915814546,fashion,anxious,40.612234827270335,1,neutral
user_00085,31,14,0.0,sadness,0.38274903404294036,21:32:00,43.77854448141399,-0.11144067686193027,food,impulsive,7.0,1,neutral
user_00086,113,14,27.170294301042283,anger,0.27276556361132387,22:33:00,,0.5187391594577124,food,impulsive,26.019206010729597,0,left_leaning
user_00087,12,0,0.0,anger,0.6149167926441989,08:58:00,24.801087424914375,-0.1969291355628211,gaming,skeptical,0.0,1,neutral
user_00088,28,0,0.0,curiosity,0.39989129523528033,17:35:00,,0.7363825169092493,gaming,curious,0.0,0,neutral
user_00089,96,1,0.0,neutral,0.8441219759161119,11:21:00,40.41045966104692,0.8974102605884566,food,distracted,0.5,1,right_leaning
user_00090,68,0,0.0,anger,0.6539057199667055,09:22:00,17.583329318452662,-0.6417644871338464,fashion,skeptical,0.0,1,neutral
user_00091,77,5,22.971518665376696,neutral,0.7142510728429716,20:24:00,34.57465401626628,0.6981681621764066,food,impulsive,18.580063065763685,1,right_leaning
user_00092,29,0,0.0,curiosity,0.1088616451553912,14:50:00,,0.5582963717898888,travel,curious,0.0,0,left_leaning
user_00093,60,0,0.0,joy,0.7730035940974015,21:55:00,58.59532606732912,-0.48731170265466894,finance,anxious,0.0,1,right_leaning
user_00094,89,0,3.7760811589702348,neutral,0.980079706312904,09:04:00,,0.8147687235289853,food,skeptical,2.6432568112791643,0,right_leaning
user_00095,57,0,0.0,curiosity,0.3589116069108925,08:45:00,15.99979308474797,-0.5358402134312787,travel,skeptical,0.0,1,neutral
user_00096,102,10,58.58145155006876,neutral,0.9074887872612992,21:08:00,46.767372211412095,0.9814332219707134,gaming,impulsive,46.00701608504813,1,right_leaning
user_00097,16,0,24.87609327349633,surprise,0.8368590338840044,09:24:00,,0.5402048126715162,news,skeptical,17.41326529144743,0,right_leaning
user_00098,110,13,0.0,surprise,0.7599970452401663,09:30:00,,0.3183820181298296,gaming,anxious,6.5,0,right_leaning
user_00099,107,0,0.0,anger,0.9820762052192988,19:34:00,55.24637252735747,-0.22418404873203301,fashion,impulsive,0.0,1,right_leaning
user_00100,49,0,29.63621096960136,anger,0.5362555107481102,21:22:00,54.546960494257,-0.4800975083947907,finance,curious,20.74534767872095,1,neutral
user_00101,86,0,0.0,sadness,0.24741397827075307,13:43:00,32.17332194614772,0.48538351857414064,news,anxious,0.0,1,left_leaning
user_00102,75,0,18.5215324035291,curiosity,0.3963335391635867,09:24:00,23.941313625198323,-0.01889110279866002,gaming,curious,12.96507268247037,1,neutral
user_00103,77,0,40.17648590518473,joy,0.46744249440836483,18:24:00,29.190892164875677,-0.3492146021098499,food,impulsive,28.123540133629305,1,neutral
user_00104,29,0,0.0,sadness,0.23032691114338655,10:23:00,11.40761689710797,-0.6490022360875056,gaming,skeptical,0.0,1,left_leaning
user_00105,84,0,0.0,surprise,0.7919233004320977,22:28:00,,-0.6523304020262073,travel,skeptical,0.0,0,right_leaning
user_00106,83,13,0.0,surprise,0.6484115408601508,20:48:00,,-0.8483470223273029,tech,anxious,6.5,0,neutral
user_00107,25,0,47.412522660981544,anger,0.3950041548220541,08:56:00,32.94498521736591,0.4981571099636748,finance,impulsive,33.18876586268708,1,neutral
user_00108,69,0,0.0,curiosity,0.1554891708813252,20:30:00,49.64090233167575,-0.8593830561785933,news,skeptical,0.0,1,left_leaning
user_00109,33,0,5.288606341582007,sadness,0.21783787196035131,22:12:00,45.828428776821696,0.4518276725642041,tech,distracted,3.7020244391074044,1,left_leaning
user_00110,27,11,36.679188201346406,joy,0.7919022567616961,22:21:00,16.114266978240003,-0.7449903574458636,news,anxious,31.175431740942482,1,right_leaning
user_00111,28,0,0.0,anger,0.5495904974313633,19:33:00,17.976434764964786,0.6170091209511086,gaming,compliant,0.0,1,neutral
user_00112,89,0,50.5051736763568,curiosity,0.06313336100040023,12:48:00,,-0.5746558952672738,news,impulsive,35.35362157344976,0,left_leaning
user_00113,68,0,56.51174520847142,sadness,0.9925839619837769,12:07:00,,0.9584645823549136,finance,impulsive,39.55822164592999,0,right_leaning
user_00114,51,0,0.0,sadness,0.20282722973553302,21:14:00,29.559241399414617,-0.005014677604883611,food,compliant,0.0,1,left_leaning
user_00115,5,0,0.0,surprise,0.08770874155579078,09:38:00,,0.3369492305713664,fashion,distracted,0.0,0,left_leaning
user_00116,44,0,30.993167207627913,joy,0.7860653786081061,08:47:00,9.143778790576501,0.7005901066149305,gaming,anxious,21.695217045339536,1,right_leaning
user_00117,118,0,36.154865590439776,sadness,0.5145398946530925,10:34:00,,0.9276057053226088,food,anxious,25.30840591330784,0,neutral
user_00118,117,6,0.0,anger,0.9220776176897602,09:46:00,27.11172887145431,-0.058738872567548395,fashion,impulsive,3.0,1,right_leaning
user_00119,48,0,5.8033055330146155,curiosity,0.20949755842492612,12:34:00,9.75768631645902,-0.05723881065646341,food,curious,4.062313873110231,1,left_leaning
user_00120,55,12,4.291687850826031,anger,0.006996449306720276,20:45:00,21.64201385583552,0.9720430154341839,food,anxious,9.004181495578223,1,left_leaning
user_00121,30,4,0.0,joy,0.5557072711817868,13:33:00,38.62389842866456,0.382586421726693,gaming,compliant,2.0,1,neutral
user_00122,85,0,11.696670662776892,joy,0.2291322893594384,08:48:00,3.189891819158364,0.0998533072762473,fashion,compliant,8.187669463943823,1,left_leaning
user_00123,67,0,7.268889959504003,joy,0.2841541140337228,17:52:00,2.5963701858170865,0.3768382768668572,travel,curious,5.088222971652802,1,left_leaning
user_00124,17,0,25.827427753854717,surprise,0.7359172891380512,08:06:00,45.8923977776744,0.14127157120950296,finance,curious,18.079199427698303,1,right_leaning
user_00125,80,0,32.412625179535596,curiosity,0.5941827255710573,10:22:00,15.904823123266297,-0.8449958200734451,finance,anxious,22.688837625674914,1,neutral
user_00126,86,9,0.0,joy,0.5226176404358178,16:57:00,,0.40571969873970093,news,impulsive,4.5,0,neutral
user_00127,84,2,34.11453789621804,sadness,0.855814005929669,15:22:00,,0.9971148304627071,food,impulsive,24.880176527352624,0,right_leaning
user_00128,65,0,9.48842727587335,joy,0.9312895960271839,14:41:00,13.322478054047142,-0.38367870387383296,finance,curious,6.641899093111345,1,right_leaning
user_00129,86,0,27.686614417474992,curiosity,0.21929069427045922,19:02:00,,0.45966317226381026,finance,curious,19.380630092232494,0,left_leaning
user_00130,20,0,0.0,anger,0.9838105145735584,15:01:00,,-0.4763473161651208,food,anxious,0.0,0,right_leaning
user_00131,66,0,16.49640686612745,anger,0.9139036219500092,12:52:00,58.165397253053825,0.263486564088379,news,impulsive,11.547484806289216,1,right_leaning
user_00132,117,14,0.0,neutral,0.4829480172469751,09:35:00,,0.8391102331346041,news,impulsive,7.0,0,neutral
user_00133,35,0,37.88359172219935,surprise,0.9813143918388162,14:35:00,19.701685383901324,-0.28187840009069665,news,anxious,26.518514205539542,1,right_leaning
user_00134,10,0,0.0,curiosity,0.7053136311795843,11:35:00,39.37457648395682,0.5768943646208062,gaming,curious,0.0,1,right_leaning
user_00135,33,0,13.563666889648175,neutral,0.7026142317337893,21:39:00,18.33436123191053,-0.8883560941502302,tech,skeptical,9.494566822753722,1,right_leaning
user_00136,81,9,0.0,joy,0.6766711259110458,14:14:00,7.98085091863704,-0.6862561620289025,fashion,anxious,4.5,1,neutral
user_00137,110,0,15.990857666900498,sadness,0.917262919957099,18:03:00,5.703565761111929,0.21016427248541558,finance,curious,11.193600366830347,1,right_leaning
user_00138,115,4,0.0,sadness,0.48772835143154125,16:28:00,12.120117500226259,-0.9692029340099377,finance,skeptical,2.0,1,neutral
user_00139,104,0,0.0,surprise,0.3508108428935123,20:41:00,17.56656070914539,-0.2645326789127964,gaming,compliant,0.0,1,neutral
user_00140,13,0,0.0,anger,0.6306799587831075,18:14:00,,0.5985033131628235,gaming,anxious,0.0,0,neutral
user_00141,95,0,32.17621692123414,neutral,0.4141572922688147,08:06:00,21.460766049965915,0.5107723266815003,finance,anxious,22.5233518448639,1,neutral
user_00142,60,0,0.0,surprise,0.7394254140124172,10:15:00,16.494607987120077,0.3549446822398883,news,compliant,0.0,1,right_leaning
user_00143,110,0,39.09483300462073,surprise,0.807714395010357,17:46:00,33.04076872720238,-0.9589799819549756,travel,anxious,27.36638310323451,1,right_leaning
user_00144,89,0,37.146885380435776,surprise,0.31818717380336414,09:37:00,22.564966995050046,0.838606111462985,travel,impulsive,26.00281976630504,1,neutral
user_00145,77,6,0.0,neutral,0.02029727499946299,17:03:00,,-0.7019180969450318,news,anxious,3.0,0,left_leaning
user_00146,78,13,35.14575451653245,anger,0.8418540113737887,08:02:00,,-0.2737620991002563,tech,impulsive,31.10202816157271,0,right_leaning
user_00147,106,0,0.0,neutral,0.25372337993770855,11:07:00,,0.620959208620059,gaming,compliant,0.0,0,left_leaning
user_00148,114,11,0.0,surprise,0.5052779860221625,20:08:00,1.0452901193375068,0.6578630268241303,travel,impulsive,5.5,1,neutral
user_00149,115,0,45.38540737765539,joy,0.2837846768896942,19:37:00,52.959577164178924,-0.2799526637136327,fashion,impulsive,31.769785164358773,1,left_leaning
user_00150,84,9,37.37655189325176,curiosity,0.08311671001390086,20:45:00,57.38983106659893,-0.8911355735906281,fashion,anxious,30.663586325276228,1,left_leaning
user_00151,35,0,25.07608731140557,neutral,0.6442468048270068,19:14:00,,0.21873827916273303,tech,compliant,17.553261117983897,0,neutral
user_00152,21,0,16.833522740084398,joy,0.6646105130141832,19:46:00,41.11237326123039,0.4816123308121494,fashion,distracted,11.783465918059077,1,neutral
user_00153,17,8,35.32471496453329,anger,0.2168673427152622,12:48:00,13.634664548211491,0.39447927391327386,travel,impulsive,28.727300475173305,1,left_leaning
user_00154,99,0,0.0,joy,0.4714602295974748,20:30:00,50.99932630796137,-0.6823031661947219,fashion,skeptical,0.0,1,neutral
user_00155,78,2,0.0,surprise,0.12751634179333626,15:44:00,53.694541940594064,0.09465069749314758,fashion,skeptical,1.0,1,left_leaning
user_00156,110,0,57.68543653933646,curiosity,0.35900667949140075,08:23:00,42.5737899200547,0.22957019165953274,finance,impulsive,40.37980557753552,1,neutral
user_00157,57,0,0.0,anger,0.9495000748024522,15:03:00,51.224985185162694,0.30681309760547903,travel,distracted,0.0,1,right_leaning
user_00158,91,0,0.0,joy,0.2527565867346029,21:10:00,43.58395169714042,-0.13430158797583958,news,anxious,0.0,1,left_leaning
user_00159,38,0,0.0,curiosity,0.865047778978025,22:31:00,,-0.3299340214689328,finance,curious,0.0,0,right_leaning
user_00160,24,6,0.0,anger,0.5380575279895873,21:45:00,49.42266542895667,0.019869279201077505,travel,anxious,3.0,1,neutral
user_00161,113,0,0.0,neutral,0.5332540346884876,17:20:00,19.2481024328406,0.30524251717259854,fashion,distracted,0.0,1,neutral
user_00162,82,0,9.48878144923487,surprise,0.3836605430670761,19:43:00,16.945378978110845,-0.058091769811240646,news,skeptical,6.642147014464408,1,neutral
user_00163,116,6,14.61809925303967,anger,0.40228081180007735,15:14:00,,-0.9610671500529344,travel,impulsive,13.232669477127768,0,neutral
user_00164,8,0,56.79262461973583,surprise,0.742832666699667,16:20:00,48.97928415242189,0.48987986615974943,food,impulsive,39.75483723381508,1,right_leaning
user_00165,54,0,0.0,joy,0.37125537842744716,16:54:00,37.43449147614771,-0.9109904035174115,fashion,skeptical,0.0,1,neutral
user_00166,55,0,0.0,curiosity,0.6648745058927704,21:45:00,,0.8508844353988787,finance,curious,0.0,0,neutral
user_00167,53,0,0.0,curiosity,0.5201123977991883,11:29:00,44.315823681931235,0.9849496519259624,travel,curious,0.0,1,neutral
user_00168,69,0,59.54470669151877,anger,0.5533447148093558,12:41:00,50.793674324691196,-0.2563083465981797,finance,impulsive,41.68129468406313,1,neutral
user_00169,32,0,0.0,neutral,0.8411416734855612,14:40:00,36.027536087835536,0.8641062043669328,travel,compliant,0.0,1,right_leaning
user_00170,25,13,39.54309714608823,anger,0.0970816713423831,12:09:00,16.643452530770908,-0.19466908177548414,finance,impulsive,34.18016800226176,1,left_leaning
user_00171,27,0,17.55263346710703,neutral,0.901275427059102,09:26:00,,0.8740717240968365,gaming,skeptical,12.286843426974919,0,right_leaning
user_00172,101,5,0.0,neutral,0.14912664090259586,21:09:00,24.063638968237775,-0.886403020125127,gaming,skeptical,2.5,1,left_leaning
user_00173,75,0,6.882656756339474,neutral,0.6493082445439321,08:56:00,24.514501583190054,-0.717501146526301,food,skeptical,4.8178597294376315,1,neutral
user_00174,63,10,0.0,joy,0.6997926025740647,22:24:00,,0.5864909240616283,tech,impulsive,5.0,0,neutral
user_00175,56,0,38.47438976955193,surprise,0.050023533931787045,13:01:00,,0.9682537086517962,food,impulsive,26.93207283868635,0,left_leaning
user_00176,114,0,0.0,surprise,0.006186516307988166,18:58:00,,0.3399390577339483,gaming,impulsive,0.0,0,left_leaning
user_00177,80,1,58.44414922817398,neutral,0.45471227059632036,10:08:00,22.4005840669555,0.7817147678364147,travel,impulsive,41.410904459721785,1,neutral
user_00178,55,12,0.0,anger,0.37863838450114273,18:34:00,,0.6662837252027447,travel,anxious,6.0,0,neutral
user_00179,91,0,55.975192828585584,joy,0.1368326105137474,17:43:00,47.576311374116656,0.9206318915491356,gaming,impulsive,39.18263498000991,1,left_leaning
user_00180,90,4,0.0,sadness,0.7203947430195562,08:01:00,,0.6633652434523629,food,impulsive,2.0,0,right_leaning
user_00181,114,0,0.0,sadness,0.9190056503906052,13:10:00,1.8321381481069627,0.5016281170912835,fashion,compliant,0.0,1,right_leaning
user_00182,18,0,18.278684299468956,joy,0.9292994821829864,13:00:00,43.60201555869688,0.7976658674225092,news,distracted,12.79507900962827,1,right_leaning
user_00183,103,0,0.0,sadness,0.152530827105261,20:51:00,34.71907643281217,-0.9084945366244244,finance,skeptical,0.0,1,left_leaning
user_00184,34,0,49.72710491745809,anger,0.8750792865012907,14:00:00,,-0.36894651242449195,news,anxious,34.80897344222066,0,right_leaning
user_00185,117,0,11.443749425093714,anger,0.17226681779960684,14:25:00,,0.8684861935522039,finance,curious,8.010624597565599,0,left_leaning
user_00186,18,0,30.60726276337426,anger,0.3616404487517927,13:54:00,,-0.5508397809958621,fashion,impulsive,21.42508393436198,0,neutral
user_00187,77,0,31.39821710728262,neutral,0.6138210384318519,13:55:00,18.70191460997614,0.04742670612309441,travel,anxious,21.978751975097833,1,neutral
user_00188,27,0,0.0,surprise,0.10500462001783095,14:12:00,37.05238670487762,-0.4326380009757711,fashion,impulsive,0.0,1,left_leaning
user_00189,37,0,0.0,joy,0.442137834216613,15:52:00,,-0.4005327819563833,finance,anxious,0.0,0,neutral
user_00190,24,0,42.246865255272624,anger,0.07059331648592881,15:28:00,8.838913984929112,-0.8293537089465279,gaming,anxious,29.572805678690834,1,left_leaning
user_00191,23,0,0.0,curiosity,0.06883227260420322,20:52:00,,-0.14261524051005336,news,curious,0.0,0,left_leaning
user_00192,49,0,0.0,joy,0.16634995184475787,14:47:00,,0.6947999741228066,tech,compliant,0.0,0,left_leaning
user_00193,54,0,0.0,joy,0.4838760738816228,18:15:00,21.327974001959547,-0.18965703866087602,fashion,impulsive,0.0,1,neutral
user_00194,64,8,3.3128268359786195,joy,0.4724187824670246,22:23:00,,0.09054582431208003,food,anxious,6.318978785185033,0,neutral
user_00195,39,0,21.858301140350513,sadness,0.03648130382491055,14:05:00,,-0.1692844642399347,tech,impulsive,15.300810798245358,0,left_leaning
user_00196,30,0,0.0,sadness,0.22396520807895492,18:41:00,25.908368670517397,0.2658775668758562,finance,skeptical,0.0,1,left_leaning
user_00197,61,0,30.96314407136967,sadness,0.08453054326799514,12:17:00,16.098836408945054,-0.4283128016356397,gaming,anxious,21.674200849958766,1,left_leaning
user_00198,102,0,41.106468698273,surprise,0.1799429980891455,16:00:00,,0.9331048498376351,news,impulsive,28.774528088791097,0,left_leaning
